Cod_com,Candidato (a),Sigla Partido,Votos Totales,Electo(a),Cargo,Año de Elección,Nombres,Apellido Paterno,Apellido Materno,Período,Sexo,Partido
5402,CERDA GARCIA EDUARDO,PDC,3909,SI,DIPUTADO,1989,EDUARDO ANTONIO,CERDA,GARCIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
5403,CERDA GARCIA EDUARDO,PDC,713,SI,DIPUTADO,1989,EDUARDO ANTONIO,CERDA,GARCIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
5404,CERDA GARCIA EDUARDO,PDC,1865,SI,DIPUTADO,1989,EDUARDO ANTONIO,CERDA,GARCIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
5405,CERDA GARCIA EDUARDO,PDC,517,SI,DIPUTADO,1989,EDUARDO ANTONIO,CERDA,GARCIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
5501,CERDA GARCIA EDUARDO,PDC,9508,SI,DIPUTADO,1989,EDUARDO ANTONIO,CERDA,GARCIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
5502,CERDA GARCIA EDUARDO,PDC,7771,SI,DIPUTADO,1989,EDUARDO ANTONIO,CERDA,GARCIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
5503,CERDA GARCIA EDUARDO,PDC,2015,SI,DIPUTADO,1989,EDUARDO ANTONIO,CERDA,GARCIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
5504,CERDA GARCIA EDUARDO,PDC,1612,SI,DIPUTADO,1989,EDUARDO ANTONIO,CERDA,GARCIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
5506,CERDA GARCIA EDUARDO,PDC,3578,SI,DIPUTADO,1989,EDUARDO ANTONIO,CERDA,GARCIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6102,CHADWICK PIÑERA ANDRES,UDI,1545,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6103,CHADWICK PIÑERA ANDRES,UDI,1198,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6104,CHADWICK PIÑERA ANDRES,UDI,1984,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6105,CHADWICK PIÑERA ANDRES,UDI,1930,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6106,CHADWICK PIÑERA ANDRES,UDI,3047,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6108,CHADWICK PIÑERA ANDRES,UDI,2597,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6109,CHADWICK PIÑERA ANDRES,UDI,2307,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6110,CHADWICK PIÑERA ANDRES,UDI,2742,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6111,CHADWICK PIÑERA ANDRES,UDI,1295,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6114,CHADWICK PIÑERA ANDRES,UDI,1308,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6115,CHADWICK PIÑERA ANDRES,UDI,5795,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6116,CHADWICK PIÑERA ANDRES,UDI,2089,SI,DIPUTADO,1989,ANDRES PIO,CHADWICK,PIÑERA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13501,COLOMA CORREA JUAN ANTONIO,UDI,7041,SI,DIPUTADO,1989,JUAN ANTONIO,COLOMA,CORREA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13502,COLOMA CORREA JUAN ANTONIO,UDI,329,SI,DIPUTADO,1989,JUAN ANTONIO,COLOMA,CORREA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13503,COLOMA CORREA JUAN ANTONIO,UDI,2200,SI,DIPUTADO,1989,JUAN ANTONIO,COLOMA,CORREA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13504,COLOMA CORREA JUAN ANTONIO,UDI,912,SI,DIPUTADO,1989,JUAN ANTONIO,COLOMA,CORREA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13505,COLOMA CORREA JUAN ANTONIO,UDI,617,SI,DIPUTADO,1989,JUAN ANTONIO,COLOMA,CORREA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13601,COLOMA CORREA JUAN ANTONIO,UDI,5814,SI,DIPUTADO,1989,JUAN ANTONIO,COLOMA,CORREA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13602,COLOMA CORREA JUAN ANTONIO,UDI,3644,SI,DIPUTADO,1989,JUAN ANTONIO,COLOMA,CORREA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13603,COLOMA CORREA JUAN ANTONIO,UDI,1870,SI,DIPUTADO,1989,JUAN ANTONIO,COLOMA,CORREA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13605,COLOMA CORREA JUAN ANTONIO,UDI,6921,SI,DIPUTADO,1989,JUAN ANTONIO,COLOMA,CORREA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
14101,CONCHA URBINA JUAN,PDC,25055,SI,DIPUTADO,1989,JUAN,CONCHA,URBINA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
14102,CONCHA URBINA JUAN,PDC,1069,SI,DIPUTADO,1989,JUAN,CONCHA,URBINA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
14103,CONCHA URBINA JUAN,PDC,2108,SI,DIPUTADO,1989,JUAN,CONCHA,URBINA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
14105,CONCHA URBINA JUAN,PDC,1163,SI,DIPUTADO,1989,JUAN,CONCHA,URBINA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
14106,CONCHA URBINA JUAN,PDC,2690,SI,DIPUTADO,1989,JUAN,CONCHA,URBINA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
4101,COOPER VALENCIA ALBERTO,INDEP,16455,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4102,COOPER VALENCIA ALBERTO,INDEP,10400,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4103,COOPER VALENCIA ALBERTO,INDEP,1564,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4104,COOPER VALENCIA ALBERTO,INDEP,183,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4105,COOPER VALENCIA ALBERTO,INDEP,847,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4106,COOPER VALENCIA ALBERTO,INDEP,2885,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4201,COOPER VALENCIA ALBERTO,INDEP,1520,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4202,COOPER VALENCIA ALBERTO,INDEP,746,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4203,COOPER VALENCIA ALBERTO,INDEP,1110,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4204,COOPER VALENCIA ALBERTO,INDEP,1169,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4301,COOPER VALENCIA ALBERTO,INDEP,5483,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4302,COOPER VALENCIA ALBERTO,INDEP,793,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4303,COOPER VALENCIA ALBERTO,INDEP,2068,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4304,COOPER VALENCIA ALBERTO,INDEP,521,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
4305,COOPER VALENCIA ALBERTO,INDEP,730,SI,SENADOR,1989,ALBERTO,COOPER,VALENCIA,1990-1994,HOMBRE,INDEPENDIENTE
5101,CORNEJO GONZALEZ ALDO,PDC,55297,SI,DIPUTADO,1989,ALDO VICENTE,CORNEJO,GONZALEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
5104,CORNEJO GONZALEZ ALDO,PDC,33,SI,DIPUTADO,1989,ALDO VICENTE,CORNEJO,GONZALEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
5201,CORNEJO GONZALEZ ALDO,PDC,312,SI,DIPUTADO,1989,ALDO VICENTE,CORNEJO,GONZALEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7301,CORREA DE LA CERDA SERGIO,UDI,14989,SI,DIPUTADO,1989,SERGIO ANDRES,CORREA,DE LA CERDA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7302,CORREA DE LA CERDA SERGIO,UDI,861,SI,DIPUTADO,1989,SERGIO ANDRES,CORREA,DE LA CERDA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7303,CORREA DE LA CERDA SERGIO,UDI,625,SI,DIPUTADO,1989,SERGIO ANDRES,CORREA,DE LA CERDA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7304,CORREA DE LA CERDA SERGIO,UDI,3601,SI,DIPUTADO,1989,SERGIO ANDRES,CORREA,DE LA CERDA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7305,CORREA DE LA CERDA SERGIO,UDI,989,SI,DIPUTADO,1989,SERGIO ANDRES,CORREA,DE LA CERDA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7306,CORREA DE LA CERDA SERGIO,UDI,1217,SI,DIPUTADO,1989,SERGIO ANDRES,CORREA,DE LA CERDA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7307,CORREA DE LA CERDA SERGIO,UDI,1002,SI,DIPUTADO,1989,SERGIO ANDRES,CORREA,DE LA CERDA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7308,CORREA DE LA CERDA SERGIO,UDI,2762,SI,DIPUTADO,1989,SERGIO ANDRES,CORREA,DE LA CERDA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7309,CORREA DE LA CERDA SERGIO,UDI,411,SI,DIPUTADO,1989,SERGIO ANDRES,CORREA,DE LA CERDA,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13113,CRISTI MARFIL MARIA ANGELICA,INDEP,21734,SI,DIPUTADO,1989,MARIA ANGELICA,CRISTI,MARFIL,1990-1994,MUJER,INDEPENDIENTE
13122,CRISTI MARFIL MARIA ANGELICA,INDEP,25899,SI,DIPUTADO,1989,MARIA ANGELICA,CRISTI,MARFIL,1990-1994,MUJER,INDEPENDIENTE
14104,DEVAUD OJEDA MARIO ENRIQUE,PR,1283,SI,DIPUTADO,1989,MARIO ENRIQUE,DEVAUD,OJEDA,1990-1994,HOMBRE,RADICAL
14107,DEVAUD OJEDA MARIO ENRIQUE,PR,2349,SI,DIPUTADO,1989,MARIO ENRIQUE,DEVAUD,OJEDA,1990-1994,HOMBRE,RADICAL
14108,DEVAUD OJEDA MARIO ENRIQUE,PR,2273,SI,DIPUTADO,1989,MARIO ENRIQUE,DEVAUD,OJEDA,1990-1994,HOMBRE,RADICAL
14201,DEVAUD OJEDA MARIO ENRIQUE,PR,8180,SI,DIPUTADO,1989,MARIO ENRIQUE,DEVAUD,OJEDA,1990-1994,HOMBRE,RADICAL
14202,DEVAUD OJEDA MARIO ENRIQUE,PR,806,SI,DIPUTADO,1989,MARIO ENRIQUE,DEVAUD,OJEDA,1990-1994,HOMBRE,RADICAL
14203,DEVAUD OJEDA MARIO ENRIQUE,PR,962,SI,DIPUTADO,1989,MARIO ENRIQUE,DEVAUD,OJEDA,1990-1994,HOMBRE,RADICAL
14204,DEVAUD OJEDA MARIO ENRIQUE,PR,4189,SI,DIPUTADO,1989,MARIO ENRIQUE,DEVAUD,OJEDA,1990-1994,HOMBRE,RADICAL
6101,DIAZ SANCHEZ NICOLAS,PDC,31640,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6102,DIAZ SANCHEZ NICOLAS,PDC,1507,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6103,DIAZ SANCHEZ NICOLAS,PDC,1135,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6104,DIAZ SANCHEZ NICOLAS,PDC,2497,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6105,DIAZ SANCHEZ NICOLAS,PDC,2576,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6106,DIAZ SANCHEZ NICOLAS,PDC,4400,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6107,DIAZ SANCHEZ NICOLAS,PDC,3103,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6108,DIAZ SANCHEZ NICOLAS,PDC,3122,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6109,DIAZ SANCHEZ NICOLAS,PDC,1447,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6110,DIAZ SANCHEZ NICOLAS,PDC,3166,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6111,DIAZ SANCHEZ NICOLAS,PDC,1260,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6112,DIAZ SANCHEZ NICOLAS,PDC,2512,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6113,DIAZ SANCHEZ NICOLAS,PDC,3449,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6114,DIAZ SANCHEZ NICOLAS,PDC,1491,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6115,DIAZ SANCHEZ NICOLAS,PDC,5910,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6116,DIAZ SANCHEZ NICOLAS,PDC,2783,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6117,DIAZ SANCHEZ NICOLAS,PDC,6296,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6201,DIAZ SANCHEZ NICOLAS,PDC,1698,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6202,DIAZ SANCHEZ NICOLAS,PDC,591,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6203,DIAZ SANCHEZ NICOLAS,PDC,1052,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6204,DIAZ SANCHEZ NICOLAS,PDC,992,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6205,DIAZ SANCHEZ NICOLAS,PDC,913,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6206,DIAZ SANCHEZ NICOLAS,PDC,1403,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6301,DIAZ SANCHEZ NICOLAS,PDC,4762,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6302,DIAZ SANCHEZ NICOLAS,PDC,1906,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6303,DIAZ SANCHEZ NICOLAS,PDC,3506,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6304,DIAZ SANCHEZ NICOLAS,PDC,1000,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6305,DIAZ SANCHEZ NICOLAS,PDC,1592,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6306,DIAZ SANCHEZ NICOLAS,PDC,1514,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6307,DIAZ SANCHEZ NICOLAS,PDC,1673,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6308,DIAZ SANCHEZ NICOLAS,PDC,949,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6309,DIAZ SANCHEZ NICOLAS,PDC,624,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6310,DIAZ SANCHEZ NICOLAS,PDC,3654,SI,SENADOR,1989,NICOLAS BENIGNO,DIAZ,SANCHEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
9101,DIEZ URZUA SERGIO,INDEP,20974,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9102,DIEZ URZUA SERGIO,INDEP,1985,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9103,DIEZ URZUA SERGIO,INDEP,1869,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9104,DIEZ URZUA SERGIO,INDEP,1130,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9105,DIEZ URZUA SERGIO,INDEP,1739,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9107,DIEZ URZUA SERGIO,INDEP,1885,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9109,DIEZ URZUA SERGIO,INDEP,3452,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9111,DIEZ URZUA SERGIO,INDEP,3364,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9112,DIEZ URZUA SERGIO,INDEP,3559,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9114,DIEZ URZUA SERGIO,INDEP,1475,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9115,DIEZ URZUA SERGIO,INDEP,2634,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9116,DIEZ URZUA SERGIO,INDEP,864,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9117,DIEZ URZUA SERGIO,INDEP,867,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9118,DIEZ URZUA SERGIO,INDEP,873,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
9120,DIEZ URZUA SERGIO,INDEP,7198,SI,SENADOR,1989,SERGIO EDUARDO DE PRAGA,DIEZ,URZUA,1990-1994,HOMBRE,INDEPENDIENTE
13102,DUPRE SILVA CARLOS,PDC,14119,SI,DIPUTADO,1989,CARLOS EMILIO,DUPRE,SILVA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
13106,DUPRE SILVA CARLOS,PDC,31192,SI,DIPUTADO,1989,CARLOS EMILIO,DUPRE,SILVA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
13119,DUPRE SILVA CARLOS,PDC,34446,SI,DIPUTADO,1989,CARLOS EMILIO,DUPRE,SILVA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10101,ELGUETA BARRIENTOS SERGIO,PDC,16960,SI,DIPUTADO,1989,SERGIO BENEDICTO,ELGUETA,BARRIENTOS,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10102,ELGUETA BARRIENTOS SERGIO,PDC,2893,SI,DIPUTADO,1989,SERGIO BENEDICTO,ELGUETA,BARRIENTOS,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10103,ELGUETA BARRIENTOS SERGIO,PDC,308,SI,DIPUTADO,1989,SERGIO BENEDICTO,ELGUETA,BARRIENTOS,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10108,ELGUETA BARRIENTOS SERGIO,PDC,2489,SI,DIPUTADO,1989,SERGIO BENEDICTO,ELGUETA,BARRIENTOS,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
13104,ELIZALDE HEVIA RAMON,PDC,31668,SI,DIPUTADO,1989,RAMON JULIO,ELIZALDE,HEVIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
13107,ELIZALDE HEVIA RAMON,PDC,9921,SI,DIPUTADO,1989,RAMON JULIO,ELIZALDE,HEVIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
13128,ELIZALDE HEVIA RAMON,PDC,20051,SI,DIPUTADO,1989,RAMON JULIO,ELIZALDE,HEVIA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
13105,ESCALONA MEDINA CAMILO,INDEP,19426,SI,DIPUTADO,1989,CAMILO ENRIQUE,ESCALONA,MEDINA,1990-1994,HOMBRE,INDEPENDIENTE
13109,ESCALONA MEDINA CAMILO,INDEP,12683,SI,DIPUTADO,1989,CAMILO ENRIQUE,ESCALONA,MEDINA,1990-1994,HOMBRE,INDEPENDIENTE
13131,ESCALONA MEDINA CAMILO,INDEP,18840,SI,DIPUTADO,1989,CAMILO ENRIQUE,ESCALONA,MEDINA,1990-1994,HOMBRE,INDEPENDIENTE
13120,ESPINA OTERO ALBERTO,RN,35194,SI,DIPUTADO,1989,ALBERTO MIGUEL,ESPINA,OTERO,1990-1994,HOMBRE,RENOVACION NACIONAL
13123,ESPINA OTERO ALBERTO,RN,48728,SI,DIPUTADO,1989,ALBERTO MIGUEL,ESPINA,OTERO,1990-1994,HOMBRE,RENOVACION NACIONAL
13112,ESTEVEZ VALENCIA JAIME,PPD,13479,SI,DIPUTADO,1989,JAIME LUIS,ESTEVEZ,VALENCIA,1990-1994,HOMBRE,POR LA DEMOCRACIA
13201,ESTEVEZ VALENCIA JAIME,PPD,19919,SI,DIPUTADO,1989,JAIME LUIS,ESTEVEZ,VALENCIA,1990-1994,HOMBRE,POR LA DEMOCRACIA
13202,ESTEVEZ VALENCIA JAIME,PPD,604,SI,DIPUTADO,1989,JAIME LUIS,ESTEVEZ,VALENCIA,1990-1994,HOMBRE,POR LA DEMOCRACIA
13203,ESTEVEZ VALENCIA JAIME,PPD,1118,SI,DIPUTADO,1989,JAIME LUIS,ESTEVEZ,VALENCIA,1990-1994,HOMBRE,POR LA DEMOCRACIA
13102,FANTUZZI HERNANDEZ ANGEL,RN,13654,SI,DIPUTADO,1989,ANGEL,FANTUZZI,HERNANDEZ,1990-1994,HOMBRE,RENOVACION NACIONAL
13106,FANTUZZI HERNANDEZ ANGEL,RN,23004,SI,DIPUTADO,1989,ANGEL,FANTUZZI,HERNANDEZ,1990-1994,HOMBRE,RENOVACION NACIONAL
13119,FANTUZZI HERNANDEZ ANGEL,RN,29144,SI,DIPUTADO,1989,ANGEL,FANTUZZI,HERNANDEZ,1990-1994,HOMBRE,RENOVACION NACIONAL
10201,FAULBAUM MAYORGA DIONISIO VENTURA,PR,3809,SI,DIPUTADO,1989,DIONISIO VENTURA,FAULBAUM,MAYORGA,1990-1994,HOMBRE,RADICAL
10202,FAULBAUM MAYORGA DIONISIO VENTURA,PR,6523,SI,DIPUTADO,1989,DIONISIO VENTURA,FAULBAUM,MAYORGA,1990-1994,HOMBRE,RADICAL
10203,FAULBAUM MAYORGA DIONISIO VENTURA,PR,1034,SI,DIPUTADO,1989,DIONISIO VENTURA,FAULBAUM,MAYORGA,1990-1994,HOMBRE,RADICAL
10204,FAULBAUM MAYORGA DIONISIO VENTURA,PR,421,SI,DIPUTADO,1989,DIONISIO VENTURA,FAULBAUM,MAYORGA,1990-1994,HOMBRE,RADICAL
10205,FAULBAUM MAYORGA DIONISIO VENTURA,PR,654,SI,DIPUTADO,1989,DIONISIO VENTURA,FAULBAUM,MAYORGA,1990-1994,HOMBRE,RADICAL
10206,FAULBAUM MAYORGA DIONISIO VENTURA,PR,427,SI,DIPUTADO,1989,DIONISIO VENTURA,FAULBAUM,MAYORGA,1990-1994,HOMBRE,RADICAL
10207,FAULBAUM MAYORGA DIONISIO VENTURA,PR,482,SI,DIPUTADO,1989,DIONISIO VENTURA,FAULBAUM,MAYORGA,1990-1994,HOMBRE,RADICAL
