Comuna,Variable,Año,Valor
Rancagua,Frecuencia Anual Denuncia,2012,35
Rancagua,Frecuencia Anual Denuncia,2013,43
Rancagua,Frecuencia Anual Denuncia,2014,40
Rancagua,Frecuencia Anual Denuncia,2015,37
Rancagua,Frecuencia Anual Denuncia,2016,35
Rancagua,Frecuencia Anual Denuncia,2017,42
Rancagua,Frecuencia Anual Denuncia,2018,53
Rancagua,Frecuencia Anual Denuncia,2019,56
Rancagua,Frecuencia Anual Detenciones,2005,0
Rancagua,Frecuencia Anual Detenciones,2006,6
Rancagua,Frecuencia Anual Detenciones,2007,1
Rancagua,Frecuencia Anual Detenciones,2008,7
Rancagua,Frecuencia Anual Detenciones,2009,5
Rancagua,Frecuencia Anual Detenciones,2010,5
Rancagua,Frecuencia Anual Detenciones,2011,4
Rancagua,Frecuencia Anual Detenciones,2012,1
Rancagua,Frecuencia Anual Detenciones,2013,6
Rancagua,Frecuencia Anual Detenciones,2014,3
Rancagua,Frecuencia Anual Detenciones,2015,0
Rancagua,Frecuencia Anual Detenciones,2016,4
Rancagua,Frecuencia Anual Detenciones,2017,2
Rancagua,Frecuencia Anual Detenciones,2018,7
Rancagua,Frecuencia Anual Detenciones,2019,3
Ránquil,Frecuencia Anual Aprehendidos,2005,3
Ránquil,Frecuencia Anual Aprehendidos,2006,0
Ránquil,Frecuencia Anual Aprehendidos,2007,0
Ránquil,Frecuencia Anual Aprehendidos,2008,0
Ránquil,Frecuencia Anual Aprehendidos,2009,0
Ránquil,Frecuencia Anual Aprehendidos,2010,0
Ránquil,Frecuencia Anual Aprehendidos,2011,0
Ránquil,Frecuencia Anual Aprehendidos,2012,0
Ránquil,Frecuencia Anual Aprehendidos,2013,1
Ránquil,Frecuencia Anual Aprehendidos,2014,0
Ránquil,Frecuencia Anual Aprehendidos,2015,0
Ránquil,Frecuencia Anual Aprehendidos,2016,0
Ránquil,Frecuencia Anual Aprehendidos,2017,0
Ránquil,Frecuencia Anual Aprehendidos,2018,0
Ránquil,Frecuencia Anual Aprehendidos,2019,0
Ránquil,Frecuencia Anual Casos Policiales,2005,3
Ránquil,Frecuencia Anual Casos Policiales,2006,0
Ránquil,Frecuencia Anual Casos Policiales,2007,4
Ránquil,Frecuencia Anual Casos Policiales,2008,3
Ránquil,Frecuencia Anual Casos Policiales,2009,1
Ránquil,Frecuencia Anual Casos Policiales,2010,1
Ránquil,Frecuencia Anual Casos Policiales,2011,1
Ránquil,Frecuencia Anual Casos Policiales,2012,1
Ránquil,Frecuencia Anual Casos Policiales,2013,2
Ránquil,Frecuencia Anual Casos Policiales,2014,2
Ránquil,Frecuencia Anual Casos Policiales,2015,1
Ránquil,Frecuencia Anual Casos Policiales,2016,0
Ránquil,Frecuencia Anual Casos Policiales,2017,1
Ránquil,Frecuencia Anual Casos Policiales,2018,0
Ránquil,Frecuencia Anual Casos Policiales,2019,1
Ránquil,Frecuencia Anual Denuncia,2005,1
Ránquil,Frecuencia Anual Denuncia,2006,0
Ránquil,Frecuencia Anual Denuncia,2007,4
Ránquil,Frecuencia Anual Denuncia,2008,3
Ránquil,Frecuencia Anual Denuncia,2009,1
Ránquil,Frecuencia Anual Denuncia,2010,1
Ránquil,Frecuencia Anual Denuncia,2011,1
Ránquil,Frecuencia Anual Denuncia,2012,1
Ránquil,Frecuencia Anual Denuncia,2013,1
Ránquil,Frecuencia Anual Denuncia,2014,2
Ránquil,Frecuencia Anual Denuncia,2015,1
Ránquil,Frecuencia Anual Denuncia,2016,0
Ránquil,Frecuencia Anual Denuncia,2017,1
Ránquil,Frecuencia Anual Denuncia,2018,0
Ránquil,Frecuencia Anual Denuncia,2019,1
Ránquil,Frecuencia Anual Detenciones,2005,2
Ránquil,Frecuencia Anual Detenciones,2006,0
Ránquil,Frecuencia Anual Detenciones,2007,0
Ránquil,Frecuencia Anual Detenciones,2008,0
Ránquil,Frecuencia Anual Detenciones,2009,0
Ránquil,Frecuencia Anual Detenciones,2010,0
Ránquil,Frecuencia Anual Detenciones,2011,0
Ránquil,Frecuencia Anual Detenciones,2012,0
Ránquil,Frecuencia Anual Detenciones,2013,1
Ránquil,Frecuencia Anual Detenciones,2014,0
Ránquil,Frecuencia Anual Detenciones,2015,0
Ránquil,Frecuencia Anual Detenciones,2016,0
Ránquil,Frecuencia Anual Detenciones,2017,0
Ránquil,Frecuencia Anual Detenciones,2018,0
Ránquil,Frecuencia Anual Detenciones,2019,0
Rauco,Frecuencia Anual Aprehendidos,2005,0
Rauco,Frecuencia Anual Aprehendidos,2006,0
Rauco,Frecuencia Anual Aprehendidos,2007,0
Rauco,Frecuencia Anual Aprehendidos,2008,0
Rauco,Frecuencia Anual Aprehendidos,2009,0
Rauco,Frecuencia Anual Aprehendidos,2010,0
Rauco,Frecuencia Anual Aprehendidos,2011,0
Rauco,Frecuencia Anual Aprehendidos,2012,0
Rauco,Frecuencia Anual Aprehendidos,2013,0
Rauco,Frecuencia Anual Aprehendidos,2014,0
Rauco,Frecuencia Anual Aprehendidos,2015,0
Rauco,Frecuencia Anual Aprehendidos,2016,0
Rauco,Frecuencia Anual Aprehendidos,2017,0
Rauco,Frecuencia Anual Aprehendidos,2018,0
Rauco,Frecuencia Anual Aprehendidos,2019,0
Rauco,Frecuencia Anual Casos Policiales,2005,1
Rauco,Frecuencia Anual Casos Policiales,2006,0
Rauco,Frecuencia Anual Casos Policiales,2007,0
Rauco,Frecuencia Anual Casos Policiales,2008,1
Rauco,Frecuencia Anual Casos Policiales,2009,3
Rauco,Frecuencia Anual Casos Policiales,2010,1
Rauco,Frecuencia Anual Casos Policiales,2011,6
Rauco,Frecuencia Anual Casos Policiales,2012,1
Rauco,Frecuencia Anual Casos Policiales,2013,0
Rauco,Frecuencia Anual Casos Policiales,2014,1
Rauco,Frecuencia Anual Casos Policiales,2015,2
Rauco,Frecuencia Anual Casos Policiales,2016,1
Rauco,Frecuencia Anual Casos Policiales,2017,1
Rauco,Frecuencia Anual Casos Policiales,2018,2
Rauco,Frecuencia Anual Casos Policiales,2019,1
Rauco,Frecuencia Anual Denuncia,2005,1
Rauco,Frecuencia Anual Denuncia,2006,0
Rauco,Frecuencia Anual Denuncia,2007,0
Rauco,Frecuencia Anual Denuncia,2008,1
Rauco,Frecuencia Anual Denuncia,2009,3
Rauco,Frecuencia Anual Denuncia,2010,1
Rauco,Frecuencia Anual Denuncia,2011,6
Rauco,Frecuencia Anual Denuncia,2012,1
Rauco,Frecuencia Anual Denuncia,2013,0
Rauco,Frecuencia Anual Denuncia,2014,1
Rauco,Frecuencia Anual Denuncia,2015,2
Rauco,Frecuencia Anual Denuncia,2016,1
Rauco,Frecuencia Anual Denuncia,2017,1
Rauco,Frecuencia Anual Denuncia,2018,2
Rauco,Frecuencia Anual Denuncia,2019,1
Rauco,Frecuencia Anual Detenciones,2005,0
Rauco,Frecuencia Anual Detenciones,2006,0
Rauco,Frecuencia Anual Detenciones,2007,0
Rauco,Frecuencia Anual Detenciones,2008,0
Rauco,Frecuencia Anual Detenciones,2009,0
Rauco,Frecuencia Anual Detenciones,2010,0
Rauco,Frecuencia Anual Detenciones,2011,0
Rauco,Frecuencia Anual Detenciones,2012,0
Rauco,Frecuencia Anual Detenciones,2013,0
Rauco,Frecuencia Anual Detenciones,2014,0
Rauco,Frecuencia Anual Detenciones,2015,0
Rauco,Frecuencia Anual Detenciones,2016,0
Rauco,Frecuencia Anual Detenciones,2017,0
Rauco,Frecuencia Anual Detenciones,2018,0
Rauco,Frecuencia Anual Detenciones,2019,0
Recoleta,Frecuencia Anual Aprehendidos,2005,2
Recoleta,Frecuencia Anual Aprehendidos,2006,5
Recoleta,Frecuencia Anual Aprehendidos,2007,3
Recoleta,Frecuencia Anual Aprehendidos,2008,3
Recoleta,Frecuencia Anual Aprehendidos,2009,2
Recoleta,Frecuencia Anual Aprehendidos,2010,7
Recoleta,Frecuencia Anual Aprehendidos,2011,8
Recoleta,Frecuencia Anual Aprehendidos,2012,2
Recoleta,Frecuencia Anual Aprehendidos,2013,1
Recoleta,Frecuencia Anual Aprehendidos,2014,4
Recoleta,Frecuencia Anual Aprehendidos,2015,3
Recoleta,Frecuencia Anual Aprehendidos,2016,2
Recoleta,Frecuencia Anual Aprehendidos,2017,2
Recoleta,Frecuencia Anual Aprehendidos,2018,4
Recoleta,Frecuencia Anual Aprehendidos,2019,3
Recoleta,Frecuencia Anual Casos Policiales,2005,18
Recoleta,Frecuencia Anual Casos Policiales,2006,35
Recoleta,Frecuencia Anual Casos Policiales,2007,27
Recoleta,Frecuencia Anual Casos Policiales,2008,35
Recoleta,Frecuencia Anual Casos Policiales,2009,33
Recoleta,Frecuencia Anual Casos Policiales,2010,45
Recoleta,Frecuencia Anual Casos Policiales,2011,57
Recoleta,Frecuencia Anual Casos Policiales,2012,40
Recoleta,Frecuencia Anual Casos Policiales,2013,40
Recoleta,Frecuencia Anual Casos Policiales,2014,38
Recoleta,Frecuencia Anual Casos Policiales,2015,38
Recoleta,Frecuencia Anual Casos Policiales,2016,32
Recoleta,Frecuencia Anual Casos Policiales,2017,48
Recoleta,Frecuencia Anual Casos Policiales,2018,48
Recoleta,Frecuencia Anual Casos Policiales,2019,56
Recoleta,Frecuencia Anual Denuncia,2005,16
Recoleta,Frecuencia Anual Denuncia,2006,31
Recoleta,Frecuencia Anual Denuncia,2007,24
Recoleta,Frecuencia Anual Denuncia,2008,32
Recoleta,Frecuencia Anual Denuncia,2009,31
Recoleta,Frecuencia Anual Denuncia,2010,38
Recoleta,Frecuencia Anual Denuncia,2011,49
Recoleta,Frecuencia Anual Denuncia,2012,38
Recoleta,Frecuencia Anual Denuncia,2013,39
Recoleta,Frecuencia Anual Denuncia,2014,34
Recoleta,Frecuencia Anual Denuncia,2015,35
Recoleta,Frecuencia Anual Denuncia,2016,31
Recoleta,Frecuencia Anual Denuncia,2017,45
Recoleta,Frecuencia Anual Denuncia,2018,43
Recoleta,Frecuencia Anual Denuncia,2019,52
Recoleta,Frecuencia Anual Detenciones,2005,2
Recoleta,Frecuencia Anual Detenciones,2006,4
Recoleta,Frecuencia Anual Detenciones,2007,3
Recoleta,Frecuencia Anual Detenciones,2008,3
Recoleta,Frecuencia Anual Detenciones,2009,2
Recoleta,Frecuencia Anual Detenciones,2010,7
Recoleta,Frecuencia Anual Detenciones,2011,8
Recoleta,Frecuencia Anual Detenciones,2012,2
Recoleta,Frecuencia Anual Detenciones,2013,1
Recoleta,Frecuencia Anual Detenciones,2014,4
Recoleta,Frecuencia Anual Detenciones,2015,3
Recoleta,Frecuencia Anual Detenciones,2016,1
Recoleta,Frecuencia Anual Detenciones,2017,3
Recoleta,Frecuencia Anual Detenciones,2018,5
Recoleta,Frecuencia Anual Detenciones,2019,4
Renaico,Frecuencia Anual Aprehendidos,2005,1
Renaico,Frecuencia Anual Aprehendidos,2006,0
Renaico,Frecuencia Anual Aprehendidos,2007,1
Renaico,Frecuencia Anual Aprehendidos,2008,0
Renaico,Frecuencia Anual Aprehendidos,2009,0
Renaico,Frecuencia Anual Aprehendidos,2010,0
Renaico,Frecuencia Anual Aprehendidos,2011,4
Renaico,Frecuencia Anual Aprehendidos,2012,0
Renaico,Frecuencia Anual Aprehendidos,2013,0
Renaico,Frecuencia Anual Aprehendidos,2014,0
Renaico,Frecuencia Anual Aprehendidos,2015,0
Renaico,Frecuencia Anual Aprehendidos,2016,0
Renaico,Frecuencia Anual Aprehendidos,2017,1
Renaico,Frecuencia Anual Aprehendidos,2018,0
Renaico,Frecuencia Anual Aprehendidos,2019,0
Renaico,Frecuencia Anual Casos Policiales,2005,2
Renaico,Frecuencia Anual Casos Policiales,2006,0
Renaico,Frecuencia Anual Casos Policiales,2007,2
Renaico,Frecuencia Anual Casos Policiales,2008,0
Renaico,Frecuencia Anual Casos Policiales,2009,1
Renaico,Frecuencia Anual Casos Policiales,2010,3
Renaico,Frecuencia Anual Casos Policiales,2011,4
Renaico,Frecuencia Anual Casos Policiales,2012,1
Renaico,Frecuencia Anual Casos Policiales,2013,2
Renaico,Frecuencia Anual Casos Policiales,2014,0
Renaico,Frecuencia Anual Casos Policiales,2015,2
Renaico,Frecuencia Anual Casos Policiales,2016,2
Renaico,Frecuencia Anual Casos Policiales,2017,5
Renaico,Frecuencia Anual Casos Policiales,2018,1
Renaico,Frecuencia Anual Casos Policiales,2019,6
Renaico,Frecuencia Anual Denuncia,2005,1
Renaico,Frecuencia Anual Denuncia,2006,0
Renaico,Frecuencia Anual Denuncia,2007,1
Renaico,Frecuencia Anual Denuncia,2008,0
Renaico,Frecuencia Anual Denuncia,2009,1
Renaico,Frecuencia Anual Denuncia,2010,3
Renaico,Frecuencia Anual Denuncia,2011,1
Renaico,Frecuencia Anual Denuncia,2012,1
Renaico,Frecuencia Anual Denuncia,2013,2
Renaico,Frecuencia Anual Denuncia,2014,0
Renaico,Frecuencia Anual Denuncia,2015,2
Renaico,Frecuencia Anual Denuncia,2016,2
Renaico,Frecuencia Anual Denuncia,2017,4
Renaico,Frecuencia Anual Denuncia,2018,1
Renaico,Frecuencia Anual Denuncia,2019,6
Renaico,Frecuencia Anual Detenciones,2005,1
Renaico,Frecuencia Anual Detenciones,2006,0
Renaico,Frecuencia Anual Detenciones,2007,1
Renaico,Frecuencia Anual Detenciones,2008,0
Renaico,Frecuencia Anual Detenciones,2009,0
Renaico,Frecuencia Anual Detenciones,2010,0
Renaico,Frecuencia Anual Detenciones,2011,3
Renaico,Frecuencia Anual Detenciones,2012,0
Renaico,Frecuencia Anual Detenciones,2013,0
Renaico,Frecuencia Anual Detenciones,2014,0
Renaico,Frecuencia Anual Detenciones,2015,0
Renaico,Frecuencia Anual Detenciones,2016,0
Renaico,Frecuencia Anual Detenciones,2017,1
Renaico,Frecuencia Anual Detenciones,2018,0
Renaico,Frecuencia Anual Detenciones,2019,0
Renca,Frecuencia Anual Aprehendidos,2005,5
Renca,Frecuencia Anual Aprehendidos,2006,4
Renca,Frecuencia Anual Aprehendidos,2007,7
Renca,Frecuencia Anual Aprehendidos,2008,2
Renca,Frecuencia Anual Aprehendidos,2009,12
Renca,Frecuencia Anual Aprehendidos,2010,2
Renca,Frecuencia Anual Aprehendidos,2011,4
Renca,Frecuencia Anual Aprehendidos,2012,7
Renca,Frecuencia Anual Aprehendidos,2013,2
Renca,Frecuencia Anual Aprehendidos,2014,4
Renca,Frecuencia Anual Aprehendidos,2015,0
Renca,Frecuencia Anual Aprehendidos,2016,4
Renca,Frecuencia Anual Aprehendidos,2017,1
Renca,Frecuencia Anual Aprehendidos,2018,5
Renca,Frecuencia Anual Aprehendidos,2019,0
Renca,Frecuencia Anual Casos Policiales,2005,38
Renca,Frecuencia Anual Casos Policiales,2006,47
Renca,Frecuencia Anual Casos Policiales,2007,39
Renca,Frecuencia Anual Casos Policiales,2008,47
Renca,Frecuencia Anual Casos Policiales,2009,62
Renca,Frecuencia Anual Casos Policiales,2010,37
Renca,Frecuencia Anual Casos Policiales,2011,43
Renca,Frecuencia Anual Casos Policiales,2012,33
Renca,Frecuencia Anual Casos Policiales,2013,41
Renca,Frecuencia Anual Casos Policiales,2014,28
Renca,Frecuencia Anual Casos Policiales,2015,42
Renca,Frecuencia Anual Casos Policiales,2016,28
Renca,Frecuencia Anual Casos Policiales,2017,21
Renca,Frecuencia Anual Casos Policiales,2018,48
Renca,Frecuencia Anual Casos Policiales,2019,37
Renca,Frecuencia Anual Denuncia,2005,33
Renca,Frecuencia Anual Denuncia,2006,43
Renca,Frecuencia Anual Denuncia,2007,32
Renca,Frecuencia Anual Denuncia,2008,45
Renca,Frecuencia Anual Denuncia,2009,50
Renca,Frecuencia Anual Denuncia,2010,35
Renca,Frecuencia Anual Denuncia,2011,40
Renca,Frecuencia Anual Denuncia,2012,29
Renca,Frecuencia Anual Denuncia,2013,39
Renca,Frecuencia Anual Denuncia,2014,24
Renca,Frecuencia Anual Denuncia,2015,42
Renca,Frecuencia Anual Denuncia,2016,24
Renca,Frecuencia Anual Denuncia,2017,20
Renca,Frecuencia Anual Denuncia,2018,43
Renca,Frecuencia Anual Denuncia,2019,36
Renca,Frecuencia Anual Detenciones,2005,5
Renca,Frecuencia Anual Detenciones,2006,4
Renca,Frecuencia Anual Detenciones,2007,7
Renca,Frecuencia Anual Detenciones,2008,2
Renca,Frecuencia Anual Detenciones,2009,12
Renca,Frecuencia Anual Detenciones,2010,2
Renca,Frecuencia Anual Detenciones,2011,3
Renca,Frecuencia Anual Detenciones,2012,4
Renca,Frecuencia Anual Detenciones,2013,2
Renca,Frecuencia Anual Detenciones,2014,4
Renca,Frecuencia Anual Detenciones,2015,0
Renca,Frecuencia Anual Detenciones,2016,4
Renca,Frecuencia Anual Detenciones,2017,1
Renca,Frecuencia Anual Detenciones,2018,5
Renca,Frecuencia Anual Detenciones,2019,1
Rengo,Frecuencia Anual Aprehendidos,2005,2
Rengo,Frecuencia Anual Aprehendidos,2006,2
Rengo,Frecuencia Anual Aprehendidos,2007,1
Rengo,Frecuencia Anual Aprehendidos,2008,1
Rengo,Frecuencia Anual Aprehendidos,2009,4
Rengo,Frecuencia Anual Aprehendidos,2010,1
Rengo,Frecuencia Anual Aprehendidos,2011,0
Rengo,Frecuencia Anual Aprehendidos,2012,4
Rengo,Frecuencia Anual Aprehendidos,2013,2
Rengo,Frecuencia Anual Aprehendidos,2014,2
Rengo,Frecuencia Anual Aprehendidos,2015,3
Rengo,Frecuencia Anual Aprehendidos,2016,0
Rengo,Frecuencia Anual Aprehendidos,2017,0
Rengo,Frecuencia Anual Aprehendidos,2018,1
Rengo,Frecuencia Anual Aprehendidos,2019,0
Rengo,Frecuencia Anual Casos Policiales,2005,5
Rengo,Frecuencia Anual Casos Policiales,2006,8
Rengo,Frecuencia Anual Casos Policiales,2007,10
Rengo,Frecuencia Anual Casos Policiales,2008,6
Rengo,Frecuencia Anual Casos Policiales,2009,11
Rengo,Frecuencia Anual Casos Policiales,2010,11
Rengo,Frecuencia Anual Casos Policiales,2011,14
Rengo,Frecuencia Anual Casos Policiales,2012,20
Rengo,Frecuencia Anual Casos Policiales,2013,12
Rengo,Frecuencia Anual Casos Policiales,2014,8
Rengo,Frecuencia Anual Casos Policiales,2015,11
Rengo,Frecuencia Anual Casos Policiales,2016,4
Rengo,Frecuencia Anual Casos Policiales,2017,8
Rengo,Frecuencia Anual Casos Policiales,2018,13
Rengo,Frecuencia Anual Casos Policiales,2019,6
Rengo,Frecuencia Anual Denuncia,2005,3
Rengo,Frecuencia Anual Denuncia,2006,6
Rengo,Frecuencia Anual Denuncia,2007,9
Rengo,Frecuencia Anual Denuncia,2008,5
Rengo,Frecuencia Anual Denuncia,2009,7
Rengo,Frecuencia Anual Denuncia,2010,10
Rengo,Frecuencia Anual Denuncia,2011,14
Rengo,Frecuencia Anual Denuncia,2012,16
Rengo,Frecuencia Anual Denuncia,2013,10
Rengo,Frecuencia Anual Denuncia,2014,7
Rengo,Frecuencia Anual Denuncia,2015,8
Rengo,Frecuencia Anual Denuncia,2016,4
Rengo,Frecuencia Anual Denuncia,2017,8
Rengo,Frecuencia Anual Denuncia,2018,11
Rengo,Frecuencia Anual Denuncia,2019,6
Rengo,Frecuencia Anual Detenciones,2005,2
Rengo,Frecuencia Anual Detenciones,2006,2
Rengo,Frecuencia Anual Detenciones,2007,1
Rengo,Frecuencia Anual Detenciones,2008,1
Rengo,Frecuencia Anual Detenciones,2009,4
Rengo,Frecuencia Anual Detenciones,2010,1
Rengo,Frecuencia Anual Detenciones,2011,0
Rengo,Frecuencia Anual Detenciones,2012,4
Rengo,Frecuencia Anual Detenciones,2013,2
Rengo,Frecuencia Anual Detenciones,2014,1
Rengo,Frecuencia Anual Detenciones,2015,3
Rengo,Frecuencia Anual Detenciones,2016,0
Rengo,Frecuencia Anual Detenciones,2017,0
Rengo,Frecuencia Anual Detenciones,2018,2
Rengo,Frecuencia Anual Detenciones,2019,0
Requínoa,Frecuencia Anual Aprehendidos,2005,0
Requínoa,Frecuencia Anual Aprehendidos,2006,0
Requínoa,Frecuencia Anual Aprehendidos,2007,1
Requínoa,Frecuencia Anual Aprehendidos,2008,1
Requínoa,Frecuencia Anual Aprehendidos,2009,0
Requínoa,Frecuencia Anual Aprehendidos,2010,0
Requínoa,Frecuencia Anual Aprehendidos,2011,1
Requínoa,Frecuencia Anual Aprehendidos,2012,0
Requínoa,Frecuencia Anual Aprehendidos,2013,0
Requínoa,Frecuencia Anual Aprehendidos,2014,1
Requínoa,Frecuencia Anual Aprehendidos,2015,0
Requínoa,Frecuencia Anual Aprehendidos,2016,0
Requínoa,Frecuencia Anual Aprehendidos,2017,2
Requínoa,Frecuencia Anual Aprehendidos,2018,1
Requínoa,Frecuencia Anual Aprehendidos,2019,1
Requínoa,Frecuencia Anual Casos Policiales,2005,3
Requínoa,Frecuencia Anual Casos Policiales,2006,2
Requínoa,Frecuencia Anual Casos Policiales,2007,2
Requínoa,Frecuencia Anual Casos Policiales,2008,5
Requínoa,Frecuencia Anual Casos Policiales,2009,4
Requínoa,Frecuencia Anual Casos Policiales,2010,0
Requínoa,Frecuencia Anual Casos Policiales,2011,5
Requínoa,Frecuencia Anual Casos Policiales,2012,4
Requínoa,Frecuencia Anual Casos Policiales,2013,5
Requínoa,Frecuencia Anual Casos Policiales,2014,7
Requínoa,Frecuencia Anual Casos Policiales,2015,3
Requínoa,Frecuencia Anual Casos Policiales,2016,5
Requínoa,Frecuencia Anual Casos Policiales,2017,4
Requínoa,Frecuencia Anual Casos Policiales,2018,6
Requínoa,Frecuencia Anual Casos Policiales,2019,4
Requínoa,Frecuencia Anual Denuncia,2005,3
Requínoa,Frecuencia Anual Denuncia,2006,2
Requínoa,Frecuencia Anual Denuncia,2007,1
Requínoa,Frecuencia Anual Denuncia,2008,4
Requínoa,Frecuencia Anual Denuncia,2009,4
Requínoa,Frecuencia Anual Denuncia,2010,0
Requínoa,Frecuencia Anual Denuncia,2011,4
Requínoa,Frecuencia Anual Denuncia,2012,4
Requínoa,Frecuencia Anual Denuncia,2013,5
Requínoa,Frecuencia Anual Denuncia,2014,6
Requínoa,Frecuencia Anual Denuncia,2015,3
Requínoa,Frecuencia Anual Denuncia,2016,5
Requínoa,Frecuencia Anual Denuncia,2017,2
Requínoa,Frecuencia Anual Denuncia,2018,5
Requínoa,Frecuencia Anual Denuncia,2019,2
Requínoa,Frecuencia Anual Detenciones,2005,0
Requínoa,Frecuencia Anual Detenciones,2006,0
Requínoa,Frecuencia Anual Detenciones,2007,1
Requínoa,Frecuencia Anual Detenciones,2008,1
Requínoa,Frecuencia Anual Detenciones,2009,0
Requínoa,Frecuencia Anual Detenciones,2010,0
Requínoa,Frecuencia Anual Detenciones,2011,1
Requínoa,Frecuencia Anual Detenciones,2012,0
Requínoa,Frecuencia Anual Detenciones,2013,0
Requínoa,Frecuencia Anual Detenciones,2014,1
Requínoa,Frecuencia Anual Detenciones,2015,0
Requínoa,Frecuencia Anual Detenciones,2016,0
Requínoa,Frecuencia Anual Detenciones,2017,2
Requínoa,Frecuencia Anual Detenciones,2018,1
Requínoa,Frecuencia Anual Detenciones,2019,2
Retiro,Frecuencia Anual Aprehendidos,2005,0
Retiro,Frecuencia Anual Aprehendidos,2006,0
Retiro,Frecuencia Anual Aprehendidos,2007,0
Retiro,Frecuencia Anual Aprehendidos,2008,1
Retiro,Frecuencia Anual Aprehendidos,2009,1
Retiro,Frecuencia Anual Aprehendidos,2010,0
Retiro,Frecuencia Anual Aprehendidos,2011,2
Retiro,Frecuencia Anual Aprehendidos,2012,1
Retiro,Frecuencia Anual Aprehendidos,2013,0
Retiro,Frecuencia Anual Aprehendidos,2014,0
Retiro,Frecuencia Anual Aprehendidos,2015,0
Retiro,Frecuencia Anual Aprehendidos,2016,0
Retiro,Frecuencia Anual Aprehendidos,2017,0
Retiro,Frecuencia Anual Aprehendidos,2018,0
Retiro,Frecuencia Anual Aprehendidos,2019,1
Retiro,Frecuencia Anual Casos Policiales,2005,0
Retiro,Frecuencia Anual Casos Policiales,2006,4
Retiro,Frecuencia Anual Casos Policiales,2007,3
Retiro,Frecuencia Anual Casos Policiales,2008,3
Retiro,Frecuencia Anual Casos Policiales,2009,3
Retiro,Frecuencia Anual Casos Policiales,2010,3
Retiro,Frecuencia Anual Casos Policiales,2011,5
Retiro,Frecuencia Anual Casos Policiales,2012,3
Retiro,Frecuencia Anual Casos Policiales,2013,0
Retiro,Frecuencia Anual Casos Policiales,2014,4
Retiro,Frecuencia Anual Casos Policiales,2015,0
Retiro,Frecuencia Anual Casos Policiales,2016,1
Retiro,Frecuencia Anual Casos Policiales,2017,2
Retiro,Frecuencia Anual Casos Policiales,2018,1
Retiro,Frecuencia Anual Casos Policiales,2019,2
Retiro,Frecuencia Anual Denuncia,2005,0
Retiro,Frecuencia Anual Denuncia,2006,4
Retiro,Frecuencia Anual Denuncia,2007,3
Retiro,Frecuencia Anual Denuncia,2008,2
Retiro,Frecuencia Anual Denuncia,2009,2
Retiro,Frecuencia Anual Denuncia,2010,3
Retiro,Frecuencia Anual Denuncia,2011,3
Retiro,Frecuencia Anual Denuncia,2012,2
Retiro,Frecuencia Anual Denuncia,2013,0
Retiro,Frecuencia Anual Denuncia,2014,4
Retiro,Frecuencia Anual Denuncia,2015,0
Retiro,Frecuencia Anual Denuncia,2016,1
Retiro,Frecuencia Anual Denuncia,2017,2
Retiro,Frecuencia Anual Denuncia,2018,1
Retiro,Frecuencia Anual Denuncia,2019,1
Retiro,Frecuencia Anual Detenciones,2005,0
Retiro,Frecuencia Anual Detenciones,2006,0
Retiro,Frecuencia Anual Detenciones,2007,0
Retiro,Frecuencia Anual Detenciones,2008,1
Retiro,Frecuencia Anual Detenciones,2009,1
Retiro,Frecuencia Anual Detenciones,2010,0
Retiro,Frecuencia Anual Detenciones,2011,2
Retiro,Frecuencia Anual Detenciones,2012,1
Retiro,Frecuencia Anual Detenciones,2013,0
Retiro,Frecuencia Anual Detenciones,2014,0
Retiro,Frecuencia Anual Detenciones,2015,0
Retiro,Frecuencia Anual Detenciones,2016,0
Retiro,Frecuencia Anual Detenciones,2017,0
Retiro,Frecuencia Anual Detenciones,2018,0
Retiro,Frecuencia Anual Detenciones,2019,1
Rinconada,Frecuencia Anual Aprehendidos,2005,0
Rinconada,Frecuencia Anual Aprehendidos,2006,0
Rinconada,Frecuencia Anual Aprehendidos,2007,1
Rinconada,Frecuencia Anual Aprehendidos,2008,2
Rinconada,Frecuencia Anual Aprehendidos,2009,1
Rinconada,Frecuencia Anual Aprehendidos,2010,0
Rinconada,Frecuencia Anual Aprehendidos,2011,0
Rinconada,Frecuencia Anual Aprehendidos,2012,0
Rinconada,Frecuencia Anual Aprehendidos,2013,0
Rinconada,Frecuencia Anual Aprehendidos,2014,0
Rinconada,Frecuencia Anual Aprehendidos,2015,0
Rinconada,Frecuencia Anual Aprehendidos,2016,0
Rinconada,Frecuencia Anual Aprehendidos,2017,0
Rinconada,Frecuencia Anual Aprehendidos,2018,0
Rinconada,Frecuencia Anual Aprehendidos,2019,1
Rinconada,Frecuencia Anual Casos Policiales,2005,1
Rinconada,Frecuencia Anual Casos Policiales,2006,0
Rinconada,Frecuencia Anual Casos Policiales,2007,2
Rinconada,Frecuencia Anual Casos Policiales,2008,6
Rinconada,Frecuencia Anual Casos Policiales,2009,1
Rinconada,Frecuencia Anual Casos Policiales,2010,1
Rinconada,Frecuencia Anual Casos Policiales,2011,1
Rinconada,Frecuencia Anual Casos Policiales,2012,0
Rinconada,Frecuencia Anual Casos Policiales,2013,2
Rinconada,Frecuencia Anual Casos Policiales,2014,0
Rinconada,Frecuencia Anual Casos Policiales,2015,1
Rinconada,Frecuencia Anual Casos Policiales,2016,1
Rinconada,Frecuencia Anual Casos Policiales,2017,3
